Timestamp,Upload,Download
2016-12-13T22:33:02.106582,46616915.066087045,6829336.6209121635
2016-12-13T23:33:01.936501,34168174.712213404,6260230.002319937
2016-12-14T00:33:01.596199,48437192.25756924,5256256.942995128
2016-12-14T01:33:02.079714,38982052.98549489,45953339.72188111
2016-12-14T02:33:02.232376,28321287.208547026,41490642.61111322
2016-12-14T03:33:01.534421,28274642.91619656,6370314.41368224
2016-12-14T04:33:01.984544,25103512.546017043,24757587.611928508
2016-12-14T05:33:01.682997,46312235.36290118,7370766.450107925
2016-12-14T06:33:01.344653,41523484.65657658,6359078.83961846
2016-12-14T07:33:01.434367,27124944.91613555,44518897.925305866
2016-12-14T08:33:01.776188,24602503.430146065,38439992.77220668
2016-12-14T09:33:01.713259,37138621.78589331,41271406.88326664
2016-12-14T10:33:01.489109,33818546.43262816,6553752.927936187
2016-12-14T11:33:01.792853,9605656.059951894,26961907.20182628
2016-12-14T12:33:02.054156,27953520.81878296,36791538.51308125
2016-12-14T13:33:02.152182,8538311.431243107,37377088.37912027
2016-12-14T14:33:01.782080,18220368.082286183,18283517.06121034
2016-12-14T15:33:02.761101,26874182.177861027,23956451.128795285
2016-12-14T16:33:01.628544,15205776.985298038,24448718.72283343
2016-12-14T17:33:01.573384,25306818.531488333,8955136.032876562
2016-12-14T18:33:02.302680,28560096.24127196,42119779.83125422
2016-12-14T19:33:02.589529,11434231.98486451,14446054.563177371
2016-12-14T20:06:40.026870,4971947.563304965,12362152.456513328
2016-12-14T20:07:59.983685,11597035.281349115,14334512.538889011
2016-12-14T20:10:39.064544,6256742.370930055,20052292.713940024
2016-12-14T20:12:16.905210,12885927.967274318,24882879.894706283
2016-12-14T20:15:12.644164,7093464.983665418,30960323.055393685
2016-12-14T20:17:11.307741,13974536.485507244,23782030.060639787
2016-12-14T21:25:34.223754,18514474.460361287,13836191.04775453
2016-12-14T21:27:05.758634,8560982.324872207,31772421.811403096
2016-12-14T22:16:22.209019,2426800.035824259,4625587.959593022
2016-12-14T22:20:59.569345,3125551.758622062,4898401.9980217405
2016-12-15T04:08:31.592590,9530243.927419608,34228610.18282055
2016-12-15T04:10:01.868202,40602809.4334731,39523938.95036956
2016-12-15T04:30:01.657576,45401952.76591218,47065651.96477053
2016-12-15T04:50:01.559993,39356478.29859042,36079654.79697334
2016-12-15T05:00:01.475879,44193681.200191125,46780921.1701676
2016-12-15T05:20:01.675687,40268357.98120078,31903499.09569414
2016-12-15T05:40:01.758466,24566925.36836206,37766291.070648216
2016-12-15T06:00:01.477060,8352219.303991356,37337299.87030587
2016-12-15T06:01:20.258167,40711379.281967126,26987147.99007971
2016-12-15T06:20:02.107050,34768545.45830949,49838128.13334881
2016-12-15T06:40:01.660934,12956312.775274128,40486890.599533
2016-12-15T07:00:02.253702,53602378.02761273,39552565.7106291
2016-12-15T07:20:01.910534,19087522.192823727,43072682.60999986
2016-12-15T07:40:01.627271,36186118.97868961,48254058.82281376
2016-12-15T08:00:01.509784,39714277.951031975,37560427.94236387
2016-12-15T08:20:01.363461,35502858.016689785,40307355.1047281
2016-12-15T08:40:01.568025,27717649.269733492,40306319.955948114
2016-12-15T09:00:01.421585,27131968.19098765,37440621.02851322
2016-12-15T09:20:02.308692,24000279.572356436,40698463.56091879
2016-12-15T09:40:01.341651,35188968.67853179,47802945.606643215
2016-12-15T10:00:01.817634,40292320.60888298,38627996.899469376
2016-12-15T10:20:02.263648,33810344.162435815,43636752.41510468
2016-12-15T10:40:01.868373,41808654.66856518,39177434.443242274
2016-12-15T11:00:02.159139,45839761.26066832,34802949.42433946
2016-12-15T11:20:02.074200,24315097.89419027,31433016.974804707
2016-12-15T11:40:02.142651,32891653.744925093,38106396.75457345
2016-12-15T12:00:02.171081,43530234.5997448,39440178.03933168
2016-12-15T12:20:01.504802,18012950.492828127,37097511.81343044
2016-12-15T12:40:01.318620,23683840.01767632,31829926.366160776
2016-12-15T13:00:02.067438,28573479.787704814,12065954.681300366
2016-12-15T13:20:01.900393,24580616.704601735,9822397.24896278
2016-12-15T13:40:02.062281,12298862.626785414,34087064.70491086
2016-12-15T14:00:01.637151,26867361.342042476,27447111.34439676
2016-12-15T14:20:01.949907,26349086.1302307,24625451.557057694
2016-12-15T14:40:01.497994,32515109.68360397,34378771.76449461
2016-12-15T15:00:01.349700,8684967.22768099,18567696.27636218
2016-12-15T15:20:02.155006,15318132.047268812,45537004.8954657
2016-12-15T15:40:01.877414,19349369.390633274,33656945.55295328
2016-12-15T16:00:02.379438,15761199.376516968,21550946.195533846
2016-12-15T16:20:01.888580,7856664.602137498,35982136.87899763
2016-12-15T16:40:02.157181,24533403.9375808,36320402.72959954
2016-12-15T17:00:01.547185,18535497.77395775,38296639.37033154
2016-12-15T17:20:01.530852,21958742.537982572,23945897.505257502
2016-12-15T17:40:02.029014,15061160.501716763,26975228.61839591
2016-12-15T18:00:01.866361,17243833.557437807,21637324.81666485
2016-12-15T18:20:02.144210,18287928.192097466,40490017.140184276
2016-12-15T18:40:02.162690,22012532.612736695,32655195.968081106
2016-12-15T19:00:02.064383,19223121.83810967,15578353.033026425
2016-12-15T19:20:01.786706,9471010.91370255,19709178.04773882
2016-12-15T19:40:02.333137,19080241.440275572,30287409.66724637
2016-12-15T20:00:01.736906,29539757.03640493,28216865.676727466
2016-12-15T20:20:01.791609,10951959.099718608,8472510.194654226
2016-12-15T20:40:01.459032,29428501.543274544,19710871.94368758
2016-12-15T21:00:06.404832,21283908.01313244,29551460.569445528
2016-12-15T21:20:01.723705,7003387.467064149,20942991.361840755
2016-12-15T21:40:01.837178,18400246.37058726,29969883.440986414
2016-12-15T22:00:01.783026,13260533.871620484,26181900.527765002
2016-12-15T22:20:01.334226,26138557.217571832,29182530.057674516
2016-12-15T22:40:02.196333,22000931.718299247,41490276.025349736
2016-12-15T23:00:01.681246,17648917.436639927,16102897.246579692
2016-12-15T23:20:01.794288,7705577.091625688,24097418.325456608
2016-12-15T23:40:01.742808,35666676.98179611,21922921.644378666
2016-12-16T00:00:01.535250,34747870.04154036,37265338.68191481
2016-12-16T00:20:02.108952,7449090.45583179,26783323.612735804
2016-12-16T00:40:01.708213,28916996.545759384,22863765.7180849
2016-12-16T01:00:02.074729,29265235.36472374,30279355.948447052
2016-12-16T01:20:02.281962,29904682.296333965,38633318.33712716
2016-12-16T01:40:01.840209,26486343.598686427,45527132.21258486
2016-12-16T02:00:01.739691,20562507.890885375,35612814.44491702
2016-12-16T02:20:02.314905,50169062.97517553,43068933.62946896
2016-12-16T02:40:01.601579,27049796.054852534,46529456.373978764
2016-12-16T03:00:02.046191,47576147.03806297,37597112.341721736
2016-12-16T03:20:01.878129,41742513.194520906,38634257.93901578
2016-12-16T03:40:02.164106,36963668.16622426,19450022.302820828
2016-12-16T04:00:01.838760,42548879.24537818,21091378.987434145
2016-12-16T04:20:01.487395,45702104.53291635,39444843.81564222
2016-12-16T04:40:01.690783,29716531.79699971,37945549.671943985
2016-12-16T05:10:01.766479,39501305.1832506,38446293.33329436
2016-12-16T05:30:02.010441,33157828.268544853,50725695.549196
2016-12-16T05:50:01.558773,41832411.28490819,46524785.86609302
2016-12-16T06:10:02.006121,48759316.25205032,39371880.69991327
2016-12-16T06:30:02.209083,51901186.49621372,41428155.30015844
2016-12-16T06:50:01.629907,49620885.80829198,39349282.17844112
2016-12-16T07:10:01.560628,45928280.31893745,40884968.06839564
2016-12-16T07:30:01.493480,46337025.97681002,35999805.29039635
2016-12-16T07:50:02.137657,35433140.4163325,36134146.812161565
2016-12-16T08:10:02.175201,27747466.221319094,35684531.8127693
